id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
1559,Bahariya Bazar Chowki,25.3885,81.7959,Theft,3,05-01-2025,06:56,Morning,Adult Female,Female,35,Adult,2,Bahariya PS,Under Investigation
2706,Baluaghat Chowki,25.5688,81.8677,Chain Snatching,5,16-04-2025,15:55,Afternoon,Adult Female,Female,29,Adult,3,Daraganj PS,Closed
1861,Phaphamau Bazar Chowki,25.5439,81.8134,Robbery,5,11-03-2025,22:31,Night,Adult Male,Male,32,Adult,2,Phaphamau PS,Reported
1668,Preetam Nagar Chowki,25.5818,81.8634,Domestic Violence,4,04-06-2025,13:31,Afternoon,Adult Female,Female,29,Adult,3,Dhoomanganj PS,Under Investigation
1884,Mansoor Ali Park Chowki,25.5004,81.731,Chain Snatching,2,02-05-2025,23:34,Night,Adult Female,Female,52,Adult,1,Khuldabad PS,Reported
3688,Bairahana Chowki,25.4381,81.8006,Domestic Violence,5,25-02-2025,10:01,Morning,Adult Female,Female,28,Adult,2,Kydganj PS,Under Investigation
25,Nari Bari Chowki,25.5623,81.7901,Assault,3,21-08-2025,15:45,Afternoon,Adult Male,Male,28,Adult,3,Karchhana PS,Under Investigation
1691,University Chowki,25.3303,81.716,Fraud,3,24-04-2025,01:42,Night,Adult Female,Female,47,Adult,1,Colonelganj PS,Closed
2925,Narayani Ashram Chowki,25.575,81.733,Domestic Violence,5,12-01-2025,10:30,Morning,Adult Female,Female,35,Adult,1,Shivkuti PS,Unreported
4647,Lukerganj Chowki,25.5299,81.8071,Chain Snatching,5,13-07-2025,05:21,Morning,Adult Female,Female,41,Adult,2,Colonelganj PS,Closed
2438,Tharwai Chowki,25.4651,81.8228,Fraud,1,30-09-2025,19:00,Evening,Adult Male,Male,52,Adult,1,Tharwai PS,Unreported
919,Preetam Nagar Chowki,25.4147,81.7146,Robbery,4,03-02-2025,13:16,Afternoon,Older Female,Female,69,Senior,3,Dhoomanganj PS,Unreported
4909,Baluaghat Chowki,25.3298,81.8244,Assault,5,27-02-2025,19:44,Evening,Adult Male,Male,32,Adult,1,Daraganj PS,Unreported
576,Manda Road Chowki,25.4107,81.8686,Kidnapping,4,30-01-2025,04:54,Night,Young Female,Female,17,Teen,1,Manda PS,Reported
1773,ADA Colony Chowki,25.5327,81.7859,Theft,2,05-03-2025,19:13,Evening,Young Female,Female,25,Adult,1,Industrial Area PS,Under Investigation
2980,Holagarh Chowki,25.5138,81.7494,Harassment,1,09-04-2025,15:41,Afternoon,Young Female,Female,16,Teen,1,Soraon PS,Reported
3504,Kala Danda Chowki,25.4094,81.8783,Kidnapping,2,15-11-2025,03:02,Night,Children,Female,8,Child,2,Shahganj PS,Unreported
2500,Mansoor Ali Park Chowki,25.5597,81.7332,Kidnapping,4,14-09-2025,21:10,Night,Adult Female,Female,29,Adult,2,Khuldabad PS,Under Investigation
3159,GTB Nagar Chowki,25.3903,81.88,Kidnapping,3,16-12-2025,01:50,Night,Young Female,Female,25,Adult,2,Kareli PS,Reported
3103,Nari Bari Chowki,25.5892,81.8746,Theft,3,24-01-2025,03:42,Night,Adult Male,Male,31,Adult,3,Karchhana PS,Closed
4571,Narayani Ashram Chowki,25.4083,81.8533,Domestic Violence,4,15-10-2025,13:28,Afternoon,Adult Female,Female,35,Adult,2,Shivkuti PS,Reported
1596,Shankargarh Road Chowki,25.4699,81.8606,Theft,3,16-02-2025,20:35,Evening,Young Male,Male,23,Adult,3,Bara PS,Under Investigation
2741,Nagvasuki Chowki,25.4033,81.8628,Fraud,4,22-03-2025,12:05,Afternoon,Adult Male,Male,40,Adult,1,Daraganj PS,Reported
3584,Gauhaniya Chowki,25.5072,81.8271,Assault,1,19-12-2025,09:34,Morning,Young Male,Male,24,Adult,3,Karchhana PS,Unreported
4411,ADA Colony Chowki,25.3751,81.8598,Kidnapping,1,11-11-2025,23:51,Night,Young Female,Female,24,Adult,3,Naini PS,Reported
3785,Nari Bari Chowki,25.4381,81.7256,Fraud,5,02-06-2025,07:37,Morning,Adult Female,Female,34,Adult,1,Karchhana PS,Reported
2408,Laxmi Talkies Chowki,25.453,81.8133,Fraud,3,25-07-2025,21:55,Night,Young Male,Male,19,Teen,1,Mutthiganj PS,Closed
3440,Sarai Inayat Chowki,25.3324,81.8904,Kidnapping,2,15-08-2025,04:44,Night,Young Female,Female,15,Teen,1,Phulpur PS,Unreported
2324,Rani Mandi Chowki,25.3325,81.7272,Kidnapping,5,14-03-2025,00:01,Night,Adult Female,Female,30,Adult,2,Khuldabad PS,Unreported
2138,Narayani Ashram Chowki,25.3703,81.864,Kidnapping,4,20-03-2025,08:54,Morning,Young Female,Female,17,Teen,2,Shivkuti PS,Under Investigation
3113,Karelabagh Chowki,25.4594,81.8735,Chain Snatching,2,15-08-2025,07:31,Morning,Adult Female,Female,50,Adult,3,Kareli PS,Closed
416,Khiri Chowki,25.4583,81.747,Fraud,3,09-03-2025,03:54,Night,Young Male,Male,24,Adult,3,Khiri PS,Under Investigation
2382,Sarai Inayat Chowki,25.4497,81.8707,Robbery,4,08-01-2025,03:27,Night,Adult Female,Female,26,Adult,3,Phulpur PS,Closed
1241,Noorullah Road Chowki,25.4003,81.7032,Chain Snatching,1,12-07-2025,19:10,Evening,Young Female,Female,23,Adult,3,Shahganj PS,Unreported
2449,Utraon Bazar Chowki,25.3498,81.7286,Fraud,1,13-08-2025,04:21,Night,Young Male,Male,18,Teen,3,Utraanv PS,Unreported
2603,University Chowki,25.4145,81.8057,Theft,2,19-04-2025,10:10,Morning,Older Male,Male,67,Senior,2,Colonelganj PS,Closed
3337,Sulem Sarai Chowki,25.4097,81.84,Robbery,4,10-07-2025,16:08,Afternoon,Adult Male,Male,28,Adult,3,Dhoomanganj PS,Closed
775,Bahariya Bazar Chowki,25.39,81.7054,Theft,1,21-07-2025,11:46,Morning,Older Male,Male,70,Senior,2,Bahariya PS,Under Investigation
3564,Sikandra Chowki,25.341,81.7513,Chain Snatching,4,18-03-2025,21:45,Night,Adult Female,Female,40,Adult,2,Phulpur PS,Under Investigation
3315,Sikandra Chowki,25.542,81.7848,Fraud,3,11-07-2025,04:26,Night,Older Female,Female,61,Senior,3,Phulpur PS,Closed
1926,Govindpur Chowki,25.5396,81.8053,Kidnapping,4,24-07-2025,05:04,Morning,Young Female,Female,23,Adult,2,Shivkuti PS,Unreported
639,Tagore Town Chowki,25.5599,81.8274,Fraud,1,20-07-2025,17:55,Evening,Adult Male,Male,55,Adult,1,George Town PS,Reported
4041,Gauhaniya Chowki,25.3726,81.882,Harassment,3,01-08-2025,21:35,Night,Adult Female,Female,27,Adult,3,Karchhana PS,Under Investigation
352,Sadar Bazar Chowki,25.5579,81.8137,Robbery,5,01-08-2025,17:27,Evening,Young Male,Male,21,Adult,1,Cantonment PS,Under Investigation
3329,Govindpur Chowki,25.3133,81.8617,Kidnapping,3,16-01-2025,07:16,Morning,Children,Male,5,Child,1,Shivkuti PS,Closed
4474,Govindpur Chowki,25.3408,81.721,Harassment,3,21-01-2025,19:33,Evening,Adult Female,Female,39,Adult,3,Shivkuti PS,Unreported
2351,Govindpur Chowki,25.3146,81.8552,Assault,2,14-06-2025,05:44,Morning,Young Male,Male,25,Adult,1,Shivkuti PS,Reported
3858,Sirsa Chowki,25.424,81.8588,Chain Snatching,2,29-08-2025,00:23,Night,Adult Female,Female,36,Adult,2,Meja PS,Unreported
3339,Gauhaniya Chowki,25.581,81.7528,Kidnapping,4,03-02-2025,06:13,Morning,Children,Male,6,Child,2,Karchhana PS,Unreported
3304,Rajrooppur Chowki,25.5731,81.877,Fraud,4,17-11-2025,15:59,Afternoon,Young Female,Female,21,Adult,3,Dhoomanganj PS,Unreported
4387,Buxi Khurd Chowki,25.3169,81.7421,Harassment,5,27-06-2025,22:22,Night,Young Female,Female,21,Adult,1,Shahganj PS,Reported
4579,Roshangarh Chowki,25.5058,81.7551,Fraud,1,26-06-2025,17:31,Evening,Older Female,Female,70,Senior,1,Kareli PS,Under Investigation
795,Utraon Bazar Chowki,25.5406,81.8016,Chain Snatching,2,14-03-2025,04:38,Night,Adult Female,Female,40,Adult,3,Utraanv PS,Reported
633,Phaphamau Bazar Chowki,25.4612,81.7404,Chain Snatching,2,02-01-2025,18:20,Evening,Adult Female,Female,46,Adult,1,Phaphamau PS,Closed
4177,Baraut Chowki,25.3607,81.8524,Robbery,1,17-11-2025,22:41,Night,Adult Male,Male,44,Adult,2,Handia PS,Unreported
474,Holagarh Chowki,25.3527,81.7999,Kidnapping,5,05-11-2025,06:29,Morning,Young Female,Female,24,Adult,2,Holagadh PS,Unreported
1253,Ghoorpur Chowki,25.459,81.7118,Theft,2,16-12-2025,18:45,Evening,Adult Female,Female,29,Adult,2,Ghoorpur PS,Reported
3612,Sangam Chowki,25.5227,81.8388,Fraud,4,22-02-2025,17:59,Evening,Adult Female,Female,31,Adult,3,Daraganj PS,Closed
1224,Tharwai Chowki,25.3815,81.832,Fraud,1,22-08-2025,09:56,Morning,Adult Male,Male,35,Adult,1,Tharwai PS,Under Investigation
1374,Lal Gopalganj Chowki,25.516,81.8221,Kidnapping,4,26-09-2025,05:23,Morning,Children,Female,11,Child,3,Nawabganj PS,Unreported
1085,Shankargarh Road Chowki,25.4927,81.862,Robbery,5,02-08-2025,17:41,Evening,Young Male,Male,22,Adult,3,Bara PS,Under Investigation
4403,Loknath Chowki,25.3123,81.8499,Harassment,2,20-11-2025,03:47,Night,Adult Female,Female,26,Adult,1,Kotwali PS,Under Investigation
2482,Bahariya Bazar Chowki,25.5423,81.812,Chain Snatching,2,20-11-2025,21:57,Night,Adult Female,Female,33,Adult,2,Bahariya PS,Reported
2707,Goods Shed Chowki,25.3567,81.8917,Assault,5,11-01-2025,08:32,Morning,Adult Male,Male,40,Adult,3,Mutthiganj PS,Unreported
1044,Tharwai Chowki,25.5649,81.817,Assault,3,27-09-2025,23:04,Night,Young Male,Male,25,Adult,1,Tharwai PS,Reported
330,Narayani Ashram Chowki,25.3825,81.7232,Fraud,3,09-02-2025,23:42,Night,Adult Female,Female,42,Adult,3,Shivkuti PS,Unreported
1759,Utraon Bazar Chowki,25.3229,81.8616,Fraud,2,02-03-2025,04:15,Night,Adult Male,Male,44,Adult,1,Utraanv PS,Reported
3750,Tagore Town Chowki,25.3702,81.8853,Domestic Violence,3,03-05-2025,10:19,Morning,Adult Female,Female,31,Adult,1,George Town PS,Under Investigation
4690,Bakshi Bandh Chowki,25.4884,81.7634,Fraud,4,14-12-2025,08:40,Morning,Adult Male,Male,58,Adult,3,Kydganj PS,Under Investigation
4692,Atala Chowki,25.5367,81.71,Fraud,4,28-02-2025,08:54,Morning,Adult Male,Male,42,Adult,3,Khuldabad PS,Reported
3051,Laxmi Talkies Chowki,25.5413,81.8947,Theft,1,14-11-2025,17:29,Evening,Adult Female,Female,48,Adult,1,Mutthiganj PS,Reported
1040,Thornhill Road Chowki,25.4343,81.701,Fraud,2,16-06-2025,04:34,Night,Adult Female,Female,40,Adult,2,Civil Lines PS,Unreported
1133,Kala Danda Chowki,25.4977,81.7046,Kidnapping,4,20-08-2025,00:56,Night,Young Female,Female,21,Adult,2,Shahganj PS,Under Investigation
2804,Sangam Chowki,25.446,81.7888,Harassment,1,21-07-2025,19:42,Evening,Adult Female,Female,43,Adult,1,Daraganj PS,Unreported
103,Kaundhiyara Chowki,25.5731,81.8616,Fraud,2,23-01-2025,14:53,Afternoon,Adult Female,Female,42,Adult,2,Kaundhiyara PS,Under Investigation
2761,GTB Nagar Chowki,25.4943,81.8927,Kidnapping,2,03-12-2025,02:03,Night,Children,Male,11,Child,2,Kareli PS,Reported
4852,Govindpur Chowki,25.4375,81.7452,Theft,2,10-10-2025,07:14,Morning,Adult Male,Male,38,Adult,1,Shivkuti PS,Unreported
2514,Buxi Khurd Chowki,25.5637,81.7536,Kidnapping,1,05-06-2025,20:23,Evening,Young Female,Female,22,Adult,2,Shahganj PS,Under Investigation
1571,Karelabagh Chowki,25.3129,81.8949,Robbery,5,10-03-2025,06:22,Morning,Young Male,Male,21,Adult,2,Kareli PS,Unreported
3720,Buxi Khurd Chowki,25.3683,81.7084,Domestic Violence,3,19-07-2025,08:35,Morning,Adult Female,Female,50,Adult,3,Shahganj PS,Under Investigation
1682,Janghai Chowki,25.5456,81.8108,Fraud,1,09-07-2025,16:54,Afternoon,Young Female,Female,21,Adult,1,Sarai Mamrej PS,Closed
1963,Manda Chowki,25.522,81.7985,Theft,2,12-08-2025,04:41,Night,Adult Female,Female,51,Adult,1,Meja PS,Reported
3881,Phaphamau Chowki,25.5513,81.8685,Robbery,4,07-03-2025,01:51,Night,Older Female,Female,69,Senior,1,Jhunsi PS,Closed
2614,Katra Chowki,25.5399,81.8221,Robbery,1,08-04-2025,19:53,Evening,Adult Male,Male,30,Adult,3,Kotwali PS,Closed
1536,Lal Gopalganj Chowki,25.4305,81.8365,Fraud,3,06-03-2025,00:21,Night,Adult Male,Male,33,Adult,3,Nawabganj PS,Under Investigation
1951,Attarsuiya Chowki,25.5432,81.79,Harassment,1,29-04-2025,01:58,Night,Adult Female,Female,26,Adult,2,Attarsuiya PS,Closed
3581,Sirsa Chowki,25.3995,81.7857,Assault,1,30-11-2025,22:21,Night,Young Male,Male,24,Adult,2,Meja PS,Unreported
3169,Sarai Inayat Chowki,25.3485,81.8681,Assault,4,01-09-2025,20:17,Evening,Adult Male,Male,30,Adult,2,Phulpur PS,Reported
4238,Sangam Chowki,25.3783,81.7499,Fraud,1,22-04-2025,08:26,Morning,Adult Female,Female,40,Adult,1,Daraganj PS,Unreported
3944,Nagvasuki Chowki,25.3345,81.811,Theft,2,01-08-2025,04:58,Night,Adult Male,Male,29,Adult,2,Daraganj PS,Under Investigation
1683,Manda Road Chowki,25.4345,81.7155,Harassment,2,17-12-2025,12:06,Afternoon,Adult Female,Female,26,Adult,3,Manda PS,Under Investigation
3235,Nari Bari Chowki,25.4889,81.8812,Fraud,5,26-02-2025,11:05,Morning,Older Female,Female,69,Senior,2,Karchhana PS,Closed
2690,Sikandra Chowki,25.5503,81.7484,Assault,5,29-03-2025,13:16,Afternoon,Adult Male,Male,34,Adult,1,Phulpur PS,Reported
656,Janghai Chowki,25.3279,81.7272,Fraud,2,28-02-2025,16:22,Afternoon,Older Male,Male,63,Senior,1,Sarai Mamrej PS,Closed
1131,Nawabganj Chowki,25.3629,81.7967,Assault,1,27-03-2025,00:58,Night,Adult Male,Male,41,Adult,2,Soraon PS,Closed
4529,Chhota Baghada Chowki,25.4298,81.7311,Robbery,4,04-09-2025,12:05,Afternoon,Adult Male,Male,56,Adult,1,George Town PS,Reported
3806,Sulem Sarai Chowki,25.3151,81.7923,Assault,4,21-03-2025,09:21,Morning,Adult Female,Female,38,Adult,3,Dhoomanganj PS,Closed
1819,Holagarh Chowki,25.4884,81.8782,Chain Snatching,1,20-07-2025,07:26,Morning,Adult Female,Female,49,Adult,1,Soraon PS,Reported
2573,Sirsa Chowki,25.391,81.7706,Domestic Violence,4,27-05-2025,07:16,Morning,Adult Female,Female,34,Adult,2,Meja PS,Unreported
355,Chowk Chowki,25.4173,81.8215,Theft,1,06-12-2025,06:26,Morning,Adult Male,Male,49,Adult,2,Kotwali PS,Under Investigation
3254,Govindpur Chowki,25.5863,81.7846,Chain Snatching,3,04-03-2025,12:49,Afternoon,Young Female,Female,17,Teen,2,Shivkuti PS,Closed
1763,Janghai Chowki,25.4339,81.8684,Fraud,2,04-09-2025,06:09,Morning,Young Male,Male,21,Adult,1,Sarai Mamrej PS,Closed
3027,Sarai Inayat Chowki,25.3891,81.83,Domestic Violence,2,25-08-2025,21:07,Night,Adult Female,Female,32,Adult,3,Phulpur PS,Reported
3989,Jasra Chowki,25.3197,81.7376,Chain Snatching,2,13-12-2025,09:23,Morning,Adult Female,Female,53,Adult,2,Bara PS,Closed
4946,Nawabganj Chowki,25.3473,81.8077,Chain Snatching,2,14-02-2025,22:32,Night,Adult Female,Female,29,Adult,2,Soraon PS,Under Investigation
571,Narayani Ashram Chowki,25.4086,81.7701,Fraud,2,10-12-2025,19:10,Evening,Adult Male,Male,51,Adult,3,Shivkuti PS,Under Investigation
2102,Utraon Bazar Chowki,25.4467,81.7461,Fraud,2,08-10-2025,22:27,Night,Young Female,Female,18,Teen,1,Utraanv PS,Unreported
1294,Shankargarh Chowki,25.5778,81.8507,Robbery,5,26-01-2025,19:35,Evening,Adult Female,Female,59,Adult,1,Shankargadh PS,Reported
4912,Arail Chowki,25.5457,81.7058,Theft,2,17-05-2025,22:46,Night,Older Male,Male,69,Senior,3,Naini PS,Reported
3520,SRN Hospital Chowki,25.4021,81.7287,Fraud,3,25-04-2025,17:04,Evening,Adult Male,Male,39,Adult,3,Civil Lines PS,Under Investigation
340,Manda Road Chowki,25.5854,81.7531,Fraud,1,09-01-2025,22:26,Night,Older Male,Male,69,Senior,1,Manda PS,Unreported
1545,Gaughat Chowki,25.4781,81.8355,Kidnapping,5,21-09-2025,14:06,Afternoon,Adult Female,Female,30,Adult,1,Mutthiganj PS,Reported
593,Manauri Chowki,25.3738,81.7185,Kidnapping,5,30-01-2025,13:00,Afternoon,Adult Female,Female,30,Adult,1,Puramufti PS,Unreported
2797,Jasra Chowki,25.4836,81.853,Theft,4,10-05-2025,02:02,Night,Young Female,Female,21,Adult,2,Bara PS,Unreported
31,Kaundhiyara Chowki,25.5654,81.7776,Kidnapping,5,01-01-2025,01:33,Night,Children,Male,3,Child,2,Kaundhiyara PS,Unreported
2216,Bairahana Chowki,25.3745,81.8723,Harassment,2,06-04-2025,08:18,Morning,Young Female,Female,20,Adult,3,Kydganj PS,Unreported
3324,Gaughat Chowki,25.4043,81.8159,Chain Snatching,1,12-11-2025,16:48,Afternoon,Young Female,Female,22,Adult,1,Mutthiganj PS,Reported
551,Mansoor Ali Park Chowki,25.5175,81.7519,Theft,3,23-08-2025,21:30,Night,Young Female,Female,22,Adult,3,Khuldabad PS,Reported
3582,Shankargarh Road Chowki,25.5226,81.7142,Theft,1,18-04-2025,09:38,Morning,Older Female,Female,63,Senior,3,Bara PS,Reported
2537,Chhota Baghada Chowki,25.3584,81.7517,Assault,5,22-10-2025,15:42,Afternoon,Adult Female,Female,35,Adult,2,George Town PS,Unreported
1182,Sikandra Chowki,25.4439,81.7674,Kidnapping,5,06-11-2025,04:02,Night,Young Female,Female,21,Adult,3,Phulpur PS,Unreported
1092,Ghoorpur Chowki,25.3051,81.7808,Theft,3,13-11-2025,07:06,Morning,Adult Male,Male,39,Adult,1,Ghoorpur PS,Closed
4155,Allahpur Chowki,25.4393,81.7758,Kidnapping,4,23-01-2025,02:25,Night,Children,Female,12,Child,1,George Town PS,Under Investigation
2919,Sarai Inayat Chowki,25.3112,81.7453,Assault,4,27-01-2025,04:41,Night,Adult Male,Male,28,Adult,2,Phulpur PS,Closed
1468,Shankargarh Road Chowki,25.4907,81.7009,Fraud,1,14-06-2025,13:41,Afternoon,Older Female,Female,68,Senior,2,Bara PS,Under Investigation
3352,ADA Colony Chowki,25.3924,81.8872,Kidnapping,3,10-11-2025,16:10,Afternoon,Young Female,Female,23,Adult,2,Naini PS,Unreported
28,Janghai Chowki,25.5861,81.8314,Fraud,2,16-12-2025,07:19,Morning,Adult Female,Female,59,Adult,3,Sarai Mamrej PS,Reported
501,Manauri Chowki,25.4366,81.7093,Fraud,2,03-09-2025,08:38,Morning,Adult Female,Female,29,Adult,2,Puramufti PS,Under Investigation
3772,Sirsa Chowki,25.3633,81.8978,Robbery,2,05-02-2025,08:05,Morning,Adult Female,Female,34,Adult,1,Meja PS,Unreported
4254,Shankargarh Road Chowki,25.4932,81.816,Robbery,4,10-03-2025,12:32,Afternoon,Adult Male,Male,44,Adult,1,Bara PS,Unreported
2256,Koraon Bazar Chowki,25.56,81.7548,Domestic Violence,4,01-04-2025,17:49,Evening,Adult Female,Female,34,Adult,2,Koraon PS,Closed
3047,Baluaghat Chowki,25.3956,81.7943,Domestic Violence,1,08-06-2025,23:13,Night,Adult Female,Female,48,Adult,2,Daraganj PS,Unreported
1264,Mahila Thana Outpost,25.512,81.8271,Chain Snatching,3,19-01-2025,20:03,Evening,Adult Female,Female,33,Adult,3,Mahila Thana PS,Reported
3312,Sangam Chowki,25.4947,81.7839,Fraud,5,16-05-2025,23:25,Night,Adult Male,Male,29,Adult,1,Daraganj PS,Reported
262,Gauhaniya Chowki,25.3275,81.8141,Harassment,2,22-05-2025,07:00,Morning,Children,Female,11,Child,3,Karchhana PS,Closed
3427,Atala Chowki,25.5069,81.715,Assault,4,17-06-2025,04:44,Night,Adult Female,Female,41,Adult,2,Khuldabad PS,Under Investigation
566,Janghai Chowki,25.4998,81.8428,Robbery,4,26-01-2025,06:35,Morning,Older Female,Female,69,Senior,1,Sarai Mamrej PS,Unreported
732,Noorullah Road Chowki,25.595,81.8916,Fraud,3,07-01-2025,19:04,Evening,Adult Male,Male,29,Adult,2,Shahganj PS,Unreported
4040,Laxmi Talkies Chowki,25.5155,81.779,Assault,4,20-07-2025,21:59,Night,Adult Male,Male,42,Adult,3,Mutthiganj PS,Reported
532,Bahariya Bazar Chowki,25.3237,81.7884,Kidnapping,4,11-11-2025,19:08,Evening,Children,Male,10,Child,1,Bahariya PS,Unreported
4635,Baluaghat Chowki,25.4917,81.719,Assault,4,28-05-2025,06:56,Morning,Adult Female,Female,27,Adult,3,Daraganj PS,Unreported
2243,Tharwai Chowki,25.5953,81.7866,Fraud,1,06-09-2025,18:21,Evening,Older Female,Female,65,Senior,3,Tharwai PS,Closed
3153,Rambagh Chowki,25.4826,81.8144,Theft,2,05-12-2025,10:06,Morning,Adult Male,Male,33,Adult,2,Kydganj PS,Closed
1692,Holagarh Chowki,25.5456,81.8789,Domestic Violence,5,18-03-2025,09:08,Morning,Adult Female,Female,36,Adult,1,Holagadh PS,Unreported
237,Katra Chowki,25.3022,81.8521,Theft,1,26-05-2025,03:00,Night,Adult Female,Female,28,Adult,1,Kotwali PS,Under Investigation
2913,Nari Bari Chowki,25.568,81.8575,Theft,4,18-10-2025,05:23,Morning,Older Male,Male,70,Senior,2,Karchhana PS,Under Investigation
2446,Holagarh Chowki,25.3011,81.8369,Kidnapping,5,30-01-2025,17:43,Evening,Young Female,Female,25,Adult,3,Soraon PS,Reported
1477,Rambagh Chowki,25.4596,81.7366,Kidnapping,5,13-08-2025,22:45,Night,Young Female,Female,24,Adult,1,Kydganj PS,Reported
3571,Tagore Town Chowki,25.3625,81.8263,Domestic Violence,2,27-03-2025,21:51,Night,Adult Female,Female,45,Adult,2,George Town PS,Under Investigation
3517,Govindpur Chowki,25.3867,81.7053,Robbery,1,06-08-2025,22:28,Night,Adult Female,Female,48,Adult,1,Shivkuti PS,Reported
2273,Holagarh Chowki,25.5389,81.7222,Kidnapping,4,18-10-2025,07:59,Morning,Children,Female,3,Child,3,Holagadh PS,Under Investigation
68,Sahson Chowki,25.5449,81.8011,Kidnapping,4,10-06-2025,08:11,Morning,Children,Male,9,Child,1,Sarai Inayat PS,Under Investigation
419,Kaundhiyara Chowki,25.5254,81.8279,Fraud,1,09-09-2025,13:14,Afternoon,Adult Male,Male,40,Adult,1,Kaundhiyara PS,Closed
1532,GTB Nagar Chowki,25.5012,81.7211,Harassment,3,25-11-2025,04:54,Night,Adult Female,Female,27,Adult,1,Kareli PS,Unreported
3405,Ghantaghar Chowki,25.3286,81.8161,Domestic Violence,4,22-08-2025,20:18,Evening,Adult Female,Female,50,Adult,2,Kotwali PS,Unreported
4806,Sirsa Chowki,25.4134,81.8396,Domestic Violence,3,19-01-2025,13:07,Afternoon,Adult Female,Female,28,Adult,3,Meja PS,Reported
4314,Sikandra Chowki,25.3378,81.7333,Robbery,3,07-12-2025,18:14,Evening,Young Male,Male,23,Adult,1,Phulpur PS,Under Investigation
812,Govindpur Chowki,25.5971,81.7864,Theft,3,10-03-2025,05:00,Morning,Adult Female,Female,46,Adult,1,Shivkuti PS,Closed
499,Bahariya Bazar Chowki,25.4018,81.753,Fraud,2,04-06-2025,13:14,Afternoon,Adult Female,Female,28,Adult,2,Bahariya PS,Unreported
987,Ghoorpur Chowki,25.5444,81.7668,Chain Snatching,1,17-05-2025,16:55,Afternoon,Adult Female,Female,41,Adult,2,Ghoorpur PS,Unreported
683,Roshangarh Chowki,25.3534,81.7581,Assault,1,04-05-2025,21:59,Night,Adult Male,Male,35,Adult,1,Kareli PS,Unreported
1557,Mauaima Bazar Chowki,25.3357,81.8998,Kidnapping,4,01-11-2025,11:41,Morning,Young Female,Female,14,Teen,2,Mauaima PS,Unreported
4051,Laxmi Talkies Chowki,25.4032,81.8622,Robbery,3,15-05-2025,09:48,Morning,Adult Female,Female,26,Adult,3,Mutthiganj PS,Under Investigation
3038,Tagore Town Chowki,25.4022,81.8187,Robbery,3,29-09-2025,02:57,Night,Older Female,Female,70,Senior,2,George Town PS,Unreported
1638,Ghoorpur Chowki,25.3986,81.7621,Robbery,5,14-07-2025,13:26,Afternoon,Adult Male,Male,30,Adult,3,Ghoorpur PS,Unreported
2808,Shankargarh Road Chowki,25.4904,81.8325,Robbery,2,23-05-2025,16:03,Afternoon,Young Female,Female,24,Adult,1,Bara PS,Reported
3357,Noorullah Road Chowki,25.515,81.8255,Fraud,5,27-09-2025,01:23,Night,Adult Male,Male,36,Adult,1,Shahganj PS,Closed
3227,Nawabganj Chowki,25.5159,81.7394,Assault,1,15-04-2025,19:01,Evening,Adult Male,Male,31,Adult,2,Soraon PS,Unreported
1524,MG Road Chowki,25.444,81.8893,Fraud,2,18-05-2025,06:53,Morning,Young Male,Male,22,Adult,2,Civil Lines PS,Under Investigation
4180,Goods Shed Chowki,25.5065,81.7739,Fraud,1,05-07-2025,02:57,Night,Adult Female,Female,28,Adult,2,Mutthiganj PS,Closed
2805,Sangam Chowki,25.3302,81.8482,Theft,5,04-03-2025,23:27,Night,Adult Female,Female,28,Adult,2,Daraganj PS,Closed
4190,Bairahana Chowki,25.5224,81.8622,Domestic Violence,5,03-09-2025,20:34,Evening,Adult Female,Female,48,Adult,2,Kydganj PS,Closed
2773,Nagvasuki Chowki,25.4621,81.7073,Robbery,5,21-01-2025,14:08,Afternoon,Adult Male,Male,55,Adult,2,Daraganj PS,Reported
2530,Kala Danda Chowki,25.4627,81.8735,Assault,2,22-12-2025,12:18,Afternoon,Young Female,Female,25,Adult,3,Shahganj PS,Unreported
3340,Mansoor Ali Park Chowki,25.3783,81.8337,Robbery,1,14-02-2025,05:16,Morning,Adult Female,Female,58,Adult,3,Khuldabad PS,Unreported
280,Bahariya Bazar Chowki,25.5246,81.7845,Robbery,4,08-08-2025,05:30,Morning,Older Female,Female,65,Senior,3,Bahariya PS,Under Investigation
2859,Lukerganj Chowki,25.3728,81.8146,Kidnapping,4,26-08-2025,05:08,Morning,Children,Female,3,Child,2,Colonelganj PS,Unreported
3659,Sangam Chowki,25.4029,81.8594,Robbery,4,27-05-2025,20:55,Evening,Adult Male,Male,58,Adult,3,Daraganj PS,Under Investigation
4873,Sangam Chowki,25.5806,81.9,Fraud,4,10-02-2025,07:54,Morning,Adult Female,Female,28,Adult,1,Daraganj PS,Unreported
4834,Old Jhunsi Chowki,25.5896,81.7759,Harassment,5,29-08-2025,14:34,Afternoon,Young Female,Female,14,Teen,2,Jhunsi PS,Unreported
883,Shankargarh Road Chowki,25.5544,81.8954,Theft,2,06-06-2025,08:07,Morning,Adult Male,Male,39,Adult,2,Bara PS,Closed
3722,Allahpur Chowki,25.5775,81.8849,Theft,4,01-05-2025,14:38,Afternoon,Adult Male,Male,30,Adult,2,George Town PS,Closed
242,Karelabagh Chowki,25.3663,81.8662,Fraud,3,27-07-2025,03:03,Night,Older Female,Female,62,Senior,1,Kareli PS,Under Investigation
